artifact_path,artifact_type,phase,exists,nonempty,last_modified,referenced_by_reports,needs_verification,notes
outputs/window_size_study/improved_phase3/replay_inputs/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/10s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 02:14:41.553709030,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/10s/residual_windows.parquet,parquet,phase2,True,True,2026-04-20 02:14:42.741127491,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/300s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 04:21:52.367135048,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/300s/residual_windows.parquet,parquet,phase2,True,True,2026-04-20 04:21:52.439218998,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/60s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 04:10:15.194844246,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/gemini__existing_heldout_phase2_bundle__phase2_llm_synthetic_benchmark_002/60s/residual_windows.parquet,parquet,phase2,True,True,2026-04-20 04:10:15.370510340,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/gemini__repaired_heldout_bundle__phase2_llm_synthetic_benchmark_002_repaired/60s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 05:54:30.815170288,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/gemini__repaired_heldout_bundle__phase2_llm_synthetic_benchmark_002_repaired/60s/residual_windows.parquet,parquet,phase2,True,True,2026-04-20 05:54:31.066071510,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/10s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 02:44:09.309221983,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/10s/residual_windows.parquet,parquet,phase2,True,True,2026-04-20 02:44:10.452530622,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/300s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 04:22:41.289306641,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/300s/residual_windows.parquet,parquet,phase2,True,True,2026-04-20 04:22:41.362102032,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/60s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 04:14:41.976202965,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/grok__existing_heldout_phase2_bundle__phase2_llm_benchmark_grok_synthetic_03/60s/residual_windows.parquet,parquet,phase2,True,True,2026-04-20 04:14:42.162371635,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/grok__repaired_heldout_bundle__phase2_llm_benchmark_grok_synthetic_03_repaired/60s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 05:58:52.029028893,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/grok__repaired_heldout_bundle__phase2_llm_benchmark_grok_synthetic_03_repaired/60s/residual_windows.parquet,parquet,phase2,True,True,2026-04-20 05:58:52.209747791,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/10s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 03:13:33.526863098,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/10s/residual_windows.parquet,parquet,phase3_replay,True,True,2026-04-20 03:13:34.654406071,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/300s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 04:23:38.713160276,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/300s/residual_windows.parquet,parquet,phase3_replay,True,True,2026-04-20 04:23:38.799160242,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/60s/merged_windows_attacked.parquet,parquet,phase2,True,True,2026-04-20 04:19:06.115503073,PHASE1_DATA_LINEAGE_AUDIT.md;PHASE2_FILE_MAP.md;reports/generated_report.md;window_size_experiment_file_map.md;window_source_decision.md,True,
outputs/window_size_study/improved_phase3/replay_inputs/human_authored__human_authored_heldout__human_authored_phase3_bundle_v1/60s/residual_windows.parquet,parquet,phase3_replay,True,True,2026-04-20 04:19:06.295578718,PHASE1_DATA_LINEAGE_AUDIT.md;deployment_benchmark_report.md;phase1_canonical_input_summary.md,True,
outputs/window_size_study/improved_phase3_figures/benchmark_vs_replay_f1.png,figure,phase3_replay,True,True,2026-04-20 05:59:07.060323477,,True,
outputs/window_size_study/improved_phase3_figures/corrected_xai_grounding_summary.png,figure,phase3_xai,True,True,2026-04-20 05:59:07.402837276,,True,
outputs/window_size_study/improved_phase3_figures/figure_manifest.json,json,phase1,True,True,2026-04-20 05:59:07.461085558,,True,
outputs/window_size_study/improved_phase3_figures/multi_model_f1_by_generator.png,figure,phase1,True,True,2026-04-20 05:59:05.913533688,,True,
outputs/window_size_study/improved_phase3_figures/multi_model_latency_by_generator.png,figure,phase1,True,True,2026-04-20 05:59:06.296540737,,True,
outputs/window_size_study/improved_phase3_figures/multi_model_precision_recall_tradeoff.png,figure,phase1,True,True,2026-04-20 05:59:06.626704216,,True,
outputs/window_size_study/phase2_bundle_comparison.csv,table,phase2,True,True,2026-04-19 19:09:09.158780575,,True,
outputs/window_size_study/phase2_bundle_comparison.md,report,phase2,True,True,2026-04-19 19:09:09.158780575,,True,
outputs/window_size_study/phase2_bundle_figures/figure_manifest.json,json,phase2,True,True,2026-04-19 19:09:09.158780575,,True,
outputs/window_size_study/phase2_bundle_figures/latency_by_bundle.png,figure,phase2,True,True,2026-04-19 19:09:08.992277384,,True,
outputs/window_size_study/phase2_bundle_figures/performance_by_bundle.png,figure,phase2,True,True,2026-04-19 19:09:08.893321514,,True,
outputs/window_size_study/phase2_bundle_figures/scenario_family_breakdown_by_bundle.png,figure,phase2,True,True,2026-04-19 19:09:09.141988754,,True,
outputs/window_size_study/phase2_bundle_inventory.csv,table,phase2,True,True,2026-04-19 19:09:09.158780575,,True,
outputs/window_size_study/phase3_heldout/canonical_bundle/data/residual_windows_60s_12s_sanitized.parquet,parquet,phase3_replay,True,True,2026-04-19 21:39:54.709938526,,True,canonical_related
outputs/window_size_study/phase3_heldout/canonical_bundle/predictions/transformer_predictions.parquet,parquet,phase3_replay,True,True,2026-04-19 21:40:26.909695148,,True,canonical_related
outputs/window_size_study/phase3_heldout/canonical_bundle/reports/bundle_curves.json,json,phase3_replay,True,True,2026-04-19 21:40:27.241270781,,True,canonical_related
outputs/window_size_study/phase3_heldout/canonical_bundle/reports/bundle_metrics.json,json,phase3_replay,True,True,2026-04-19 21:40:27.227087498,,True,canonical_related
outputs/window_size_study/phase3_heldout/canonical_bundle/reports/family_summary.csv,table,phase3_replay,True,True,2026-04-19 21:40:27.227087498,,True,canonical_related
outputs/window_size_study/phase3_heldout/canonical_bundle/reports/latency_metrics.csv,table,phase3_replay,True,True,2026-04-19 21:40:27.227087498,,True,canonical_related
outputs/window_size_study/phase3_heldout/canonical_bundle/reports/nonfinite_feature_audit.json,json,phase3_replay,True,True,2026-04-19 21:39:54.139508486,,True,canonical_related
outputs/window_size_study/phase3_heldout/canonical_bundle/reports/per_scenario_metrics.csv,table,phase3_replay,True,True,2026-04-19 21:40:27.227087498,reports/generated_report.md,True,canonical_related
outputs/window_size_study/phase3_heldout/chatgpt/bundle_manifest.json,json,phase3_replay,True,True,2026-04-19 21:41:01.029730797,,True,
outputs/window_size_study/phase3_heldout/chatgpt/data/merged_windows_attacked_60s_12s.parquet,parquet,phase2,True,True,2026-04-19 20:47:43.847780466,,True,
outputs/window_size_study/phase3_heldout/chatgpt/data/residual_windows_60s_12s.parquet,parquet,phase3_replay,True,True,2026-04-19 20:47:44.960206747,,True,
outputs/window_size_study/phase3_heldout/chatgpt/data/residual_windows_60s_12s_sanitized.parquet,parquet,phase3_replay,True,True,2026-04-19 21:40:28.222611904,,True,
outputs/window_size_study/phase3_heldout/chatgpt/predictions/transformer_predictions.parquet,parquet,phase3_replay,True,True,2026-04-19 21:41:00.707828283,,True,
outputs/window_size_study/phase3_heldout/chatgpt/reports/bundle_curves.json,json,phase3_replay,True,True,2026-04-19 21:41:01.022728205,,True,
outputs/window_size_study/phase3_heldout/chatgpt/reports/bundle_metrics.json,json,phase3_replay,True,True,2026-04-19 21:41:00.990980387,,True,
outputs/window_size_study/phase3_heldout/chatgpt/reports/family_summary.csv,table,phase3_replay,True,True,2026-04-19 21:41:00.990980387,,True,
outputs/window_size_study/phase3_heldout/chatgpt/reports/latency_metrics.csv,table,phase3_replay,True,True,2026-04-19 21:41:00.990980387,,True,
outputs/window_size_study/phase3_heldout/chatgpt/reports/nonfinite_feature_audit.json,json,phase3_replay,True,True,2026-04-19 21:40:27.630122185,,True,
outputs/window_size_study/phase3_heldout/chatgpt/reports/per_scenario_metrics.csv,table,phase3_replay,True,True,2026-04-19 21:41:00.990980387,reports/generated_report.md,True,
outputs/window_size_study/phase3_heldout/claude/bundle_manifest.json,json,phase3_replay,True,True,2026-04-19 21:41:38.887064219,,True,
outputs/window_size_study/phase3_heldout/claude/data/merged_windows_attacked_60s_12s.parquet,parquet,phase2,True,True,2026-04-19 20:57:02.722651958,,True,
outputs/window_size_study/phase3_heldout/claude/data/residual_windows_60s_12s.parquet,parquet,phase3_replay,True,True,2026-04-19 20:57:03.839156151,,True,
outputs/window_size_study/phase3_heldout/claude/data/residual_windows_60s_12s_sanitized.parquet,parquet,phase3_replay,True,True,2026-04-19 21:41:02.258838892,,True,
outputs/window_size_study/phase3_heldout/claude/predictions/transformer_predictions.parquet,parquet,phase3_replay,True,True,2026-04-19 21:41:38.586252451,,True,
outputs/window_size_study/phase3_heldout/claude/reports/bundle_curves.json,json,phase3_replay,True,True,2026-04-19 21:41:38.881325722,,True,
outputs/window_size_study/phase3_heldout/claude/reports/bundle_metrics.json,json,phase3_replay,True,True,2026-04-19 21:41:38.862216473,,True,
outputs/window_size_study/phase3_heldout/claude/reports/family_summary.csv,table,phase3_replay,True,True,2026-04-19 21:41:38.862216473,,True,
outputs/window_size_study/phase3_heldout/claude/reports/latency_metrics.csv,table,phase3_replay,True,True,2026-04-19 21:41:38.859217882,,True,
outputs/window_size_study/phase3_heldout/claude/reports/nonfinite_feature_audit.json,json,phase3_replay,True,True,2026-04-19 21:41:01.621527910,,True,
outputs/window_size_study/phase3_heldout/claude/reports/per_scenario_metrics.csv,table,phase3_replay,True,True,2026-04-19 21:41:38.861217737,reports/generated_report.md,True,
outputs/window_size_study/phase3_heldout/gemini/bundle_manifest.json,json,phase3_replay,True,True,2026-04-19 21:42:17.646055460,,True,
outputs/window_size_study/phase3_heldout/gemini/data/merged_windows_attacked_60s_12s.parquet,parquet,phase2,True,True,2026-04-19 21:27:18.957340240,,True,
outputs/window_size_study/phase3_heldout/gemini/data/residual_windows_60s_12s.parquet,parquet,phase3_replay,True,True,2026-04-19 21:27:20.164811134,,True,
outputs/window_size_study/phase3_heldout/gemini/data/residual_windows_60s_12s_sanitized.parquet,parquet,phase3_replay,True,True,2026-04-19 21:41:40.060527086,,True,
outputs/window_size_study/phase3_heldout/gemini/predictions/transformer_predictions.parquet,parquet,phase3_replay,True,True,2026-04-19 21:42:17.393399954,,True,
outputs/window_size_study/phase3_heldout/gemini/reports/bundle_curves.json,json,phase3_replay,True,True,2026-04-19 21:42:17.635987759,,True,
outputs/window_size_study/phase3_heldout/gemini/reports/bundle_metrics.json,json,phase3_replay,True,True,2026-04-19 21:42:17.619362831,,True,
outputs/window_size_study/phase3_heldout/gemini/reports/family_summary.csv,table,phase3_replay,True,True,2026-04-19 21:42:17.619362831,,True,
outputs/window_size_study/phase3_heldout/gemini/reports/latency_metrics.csv,table,phase3_replay,True,True,2026-04-19 21:42:17.619362831,,True,
outputs/window_size_study/phase3_heldout/gemini/reports/nonfinite_feature_audit.json,json,phase3_replay,True,True,2026-04-19 21:41:39.337118387,,True,
outputs/window_size_study/phase3_heldout/gemini/reports/per_scenario_metrics.csv,table,phase3_replay,True,True,2026-04-19 21:42:17.619362831,reports/generated_report.md,True,
outputs/window_size_study/phase3_heldout/grok/bundle_manifest.json,json,phase3_replay,True,True,2026-04-19 21:42:56.834475040,,True,
outputs/window_size_study/phase3_heldout/grok/data/merged_windows_attacked_60s_12s.parquet,parquet,phase2,True,True,2026-04-19 21:35:08.532759428,,True,
outputs/window_size_study/phase3_heldout/grok/data/residual_windows_60s_12s.parquet,parquet,phase3_replay,True,True,2026-04-19 21:35:09.616436720,,True,
outputs/window_size_study/phase3_heldout/grok/data/residual_windows_60s_12s_sanitized.parquet,parquet,phase3_replay,True,True,2026-04-19 21:42:18.771138906,,True,
outputs/window_size_study/phase3_heldout/grok/predictions/transformer_predictions.parquet,parquet,phase3_replay,True,True,2026-04-19 21:42:56.560845613,,True,
outputs/window_size_study/phase3_heldout/grok/reports/bundle_curves.json,json,phase3_replay,True,True,2026-04-19 21:42:56.834475040,,True,
outputs/window_size_study/phase3_heldout/grok/reports/bundle_metrics.json,json,phase3_replay,True,True,2026-04-19 21:42:56.816936970,,True,
outputs/window_size_study/phase3_heldout/grok/reports/family_summary.csv,table,phase3_replay,True,True,2026-04-19 21:42:56.810547590,,True,
outputs/window_size_study/phase3_heldout/grok/reports/latency_metrics.csv,table,phase3_replay,True,True,2026-04-19 21:42:56.810547590,,True,
outputs/window_size_study/phase3_heldout/grok/reports/nonfinite_feature_audit.json,json,phase3_replay,True,True,2026-04-19 21:42:18.105434656,,True,
outputs/window_size_study/phase3_heldout/grok/reports/per_scenario_metrics.csv,table,phase3_replay,True,True,2026-04-19 21:42:56.810547590,reports/generated_report.md,True,
outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md,report,phase1,True,True,2026-04-20 08:05:08.820996523,,True,
outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md,report,phase1,True,True,2026-04-20 08:05:08.819996357,,True,
outputs/window_size_study/professor_graph_package/TIMELINE_SECONDS_IMPROVEMENT_SUMMARY.md,report,phase1,True,True,2026-04-20 08:17:58.795005798,,True,
outputs/window_size_study/professor_graph_package/attack_variable_effect_heatmap_by_model.png,figure,phase1,True,True,2026-04-20 08:05:02.313201189,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts.md,True,
outputs/window_size_study/professor_graph_package/attack_variable_effect_heatmap_by_model_improved.png,figure,phase1,True,True,2026-04-20 08:05:08.415995359,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/detection_time_distribution_by_model.png,figure,phase1,True,True,2026-04-20 08:05:02.676207066,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts.md,True,
outputs/window_size_study/professor_graph_package/detection_time_distribution_by_model_improved.png,figure,phase1,True,True,2026-04-20 08:05:08.812996387,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/figure_caption_drafts.md,report,phase1,True,True,2026-04-20 08:05:08.817997456,,True,
outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,report,phase1,True,True,2026-04-20 08:05:08.819996357,,True,
outputs/window_size_study/professor_graph_package/figure_manifest_professor_graphs.json,json,phase1,True,True,2026-04-20 08:05:08.816996336,,True,
outputs/window_size_study/professor_graph_package/final_combined_results_figure.pdf,pdf,phase1,True,True,2026-04-20 15:08:00.827247381,,False,
outputs/window_size_study/professor_graph_package/final_combined_results_figure.png,figure,phase1,True,True,2026-04-20 15:08:00.078759193,,True,
outputs/window_size_study/professor_graph_package/final_combined_results_figure_caption.md,report,phase1,True,True,2026-04-20 15:08:00.827247381,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/attack_variable_effect_heatmap_by_model.csv,table,phase1,True,True,2026-04-20 08:04:57.845569611,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/attack_variable_group_mapping.csv,table,phase1,True,True,2026-04-20 08:04:57.829571962,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/detection_time_distribution_by_model.csv,table,phase1,True,True,2026-04-20 08:04:57.851572037,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/latency_vs_model_all_llm_attacks.csv,table,phase1,True,True,2026-04-20 08:04:57.686572075,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/llm_scenario_difficulty_summary.csv,table,phase1,True,True,2026-04-20 08:04:57.869709492,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/llm_scenario_master_inventory.csv,table,phase1,True,True,2026-04-20 08:04:57.831572294,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/per_generator_performance_matrix.csv,table,phase1,True,True,2026-04-20 08:04:57.825571537,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/performance_vs_model_all_llm_attacks.csv,table,phase1,True,True,2026-04-20 08:04:57.672572613,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/timeline_detection_scenario_1.csv,table,phase1,True,True,2026-04-20 08:04:58.319203615,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/timeline_detection_scenario_2.csv,table,phase1,True,True,2026-04-20 08:04:58.898206234,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/timeline_detection_scenario_3.csv,table,phase1,True,True,2026-04-20 08:04:59.552206516,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/timeline_detection_scenario_4.csv,table,phase1,True,True,2026-04-20 08:05:00.069205761,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/timeline_detection_scenario_5.csv,table,phase1,True,True,2026-04-20 08:05:00.607206106,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/timeline_detection_seconds_summary.csv,table,phase1,True,True,2026-04-20 08:17:58.794006824,,True,
outputs/window_size_study/professor_graph_package/graph_data_tables/timeline_selection_summary.csv,table,phase1,True,True,2026-04-20 08:05:01.070203781,,True,
outputs/window_size_study/professor_graph_package/latency_vs_model_all_llm_attacks.png,figure,phase1,True,True,2026-04-20 08:05:01.681201696,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts.md,True,
outputs/window_size_study/professor_graph_package/latency_vs_model_all_llm_attacks_horizontal.png,figure,phase1,True,True,2026-04-20 08:05:06.800206184,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/latency_vs_model_all_llm_attacks_linear.png,figure,phase1,True,True,2026-04-20 08:05:06.144206285,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/latency_vs_model_all_llm_attacks_zoomed.png,figure,phase1,True,True,2026-04-20 08:05:06.603206158,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/per_generator_performance_matrix.png,figure,phase1,True,True,2026-04-20 08:05:03.151206493,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts.md,True,
outputs/window_size_study/professor_graph_package/per_generator_performance_matrix_improved.png,figure,phase1,True,True,2026-04-20 08:05:07.595201731,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/performance_f1_only_by_model.png,figure,phase1,True,True,2026-04-20 08:05:05.564207077,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/performance_vs_model_all_llm_attacks.png,figure,phase1,True,True,2026-04-20 08:05:01.414205551,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts.md,True,
outputs/window_size_study/professor_graph_package/performance_vs_model_all_llm_attacks_improved.png,figure,phase1,True,True,2026-04-20 08:05:05.871207237,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/results.png,figure,phase1,True,True,2026-04-20 14:07:31.406185627,,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_1.png,figure,phase1,True,True,2026-04-20 08:04:58.778205872,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts.md,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_1_improved.png,figure,phase1,True,True,2026-04-20 08:05:03.662205935,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_IMPROVEMENT_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_1_seconds_full.png,figure,phase1,True,True,2026-04-20 08:17:54.978006363,,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_1_seconds_zoom.png,figure,phase1,True,True,2026-04-20 08:17:55.389096737,outputs/window_size_study/professor_graph_package/TIMELINE_SECONDS_IMPROVEMENT_SUMMARY.md,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_2.png,figure,phase1,True,True,2026-04-20 08:04:59.276203871,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts.md,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_2_improved.png,figure,phase1,True,True,2026-04-20 08:05:04.009218693,outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_2_seconds_full.png,figure,phase1,True,True,2026-04-20 08:17:55.803009510,,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_2_seconds_zoom.png,figure,phase1,True,True,2026-04-20 08:17:56.163006544,,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_3.png,figure,phase1,True,True,2026-04-20 08:04:59.962204218,outputs/window_size_study/professor_graph_package/PROFESSOR_GRAPH_PACKAGE_SUMMARY.md;outputs/window_size_study/professor_graph_package/figure_caption_drafts.md,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_3_improved.png,figure,phase1,True,True,2026-04-20 08:05:04.429205894,outputs/window_size_study/professor_graph_package/figure_caption_drafts_professor_improved.md,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_3_seconds_full.png,figure,phase1,True,True,2026-04-20 08:17:56.654006958,,True,
outputs/window_size_study/professor_graph_package/timeline_detection_scenario_3_seconds_zoom.png,figure,phase1,True,True,2026-04-20 08:17:57.038006544,,True,
