column_name,category,source_artifact,used_in_training,metadata_or_feature,residualized
delta__bus_83_angle_deg_phase_b__std,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_angle_deg_phase_c__last,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_angle_deg_phase_c__max,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_angle_deg_phase_c__mean,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_angle_deg_phase_c__min,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_angle_deg_phase_c__std,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_a__last,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_a__max,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_a__mean,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_a__min,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_a__std,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_b__last,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_b__max,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_b__mean,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_b__min,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_b__std,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_c__last,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_c__max,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_c__mean,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_c__min,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_83_v_pu_phase_c__std,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_angle_deg_phase_a__last,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_angle_deg_phase_a__max,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_angle_deg_phase_a__mean,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_angle_deg_phase_a__min,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_angle_deg_phase_a__std,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_open_angle_deg_phase_a__last,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_open_angle_deg_phase_a__max,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_open_angle_deg_phase_a__mean,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_open_angle_deg_phase_a__min,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_open_angle_deg_phase_a__std,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_open_v_pu_phase_a__last,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_open_v_pu_phase_a__max,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_open_v_pu_phase_a__mean,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_open_v_pu_phase_a__min,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_open_v_pu_phase_a__std,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_v_pu_phase_a__last,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_v_pu_phase_a__max,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_v_pu_phase_a__mean,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_v_pu_phase_a__min,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__bus_94_v_pu_phase_a__std,bus,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c83_state__max,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c83_state__std,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c88a_state__last,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c88a_state__max,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c88a_state__mean,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c88a_state__min,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c88a_state__std,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c90b_state__last,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c90b_state__max,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c90b_state__mean,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c90b_state__min,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c90b_state__std,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c92c_state__last,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c92c_state__max,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c92c_state__mean,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c92c_state__min,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__capacitor_c92c_state__std,capacitor,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__cyber_auth_count,cyber,outputs/clean/cyber_events.parquet + outputs/attacked/cyber_events.parquet,False,feature,True
delta__cyber_auth_failures,cyber,outputs/clean/cyber_events.parquet + outputs/attacked/cyber_events.parquet,False,feature,True
delta__cyber_config_count,cyber,outputs/clean/cyber_events.parquet + outputs/attacked/cyber_events.parquet,False,feature,True
delta__cyber_protocol_dnp3_count,cyber,outputs/clean/cyber_events.parquet + outputs/attacked/cyber_events.parquet,False,feature,True
delta__cyber_protocol_mqtt_count,cyber,outputs/clean/cyber_events.parquet + outputs/attacked/cyber_events.parquet,False,feature,True
delta__cyber_telemetry_count,cyber,outputs/clean/cyber_events.parquet + outputs/attacked/cyber_events.parquet,False,feature,True
delta__derived_bess_bess108_soc_consistency_residual__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_bess_bess108_soc_consistency_residual__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_bess_bess108_soc_consistency_residual__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_bess_bess108_soc_consistency_residual__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_bess_bess108_soc_consistency_residual__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_bess_bess48_soc_consistency_residual__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_bess_bess48_soc_consistency_residual__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_bess_bess48_soc_consistency_residual__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_bess_bess48_soc_consistency_residual__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_bess_bess48_soc_consistency_residual__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_power_balance_residual_kw__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_power_balance_residual_kw__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_power_balance_residual_kw__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_power_balance_residual_kw__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_power_balance_residual_kw__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_power_ma_60s_kw__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_power_ma_60s_kw__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_power_ma_60s_kw__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_power_ma_60s_kw__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_power_ma_60s_kw__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_ramp_kw_per_s__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_ramp_kw_per_s__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_ramp_kw_per_s__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_ramp_kw_per_s__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_feeder_ramp_kw_per_s__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv35_availability_residual_kw__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv35_availability_residual_kw__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv35_availability_residual_kw__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv35_availability_residual_kw__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv35_availability_residual_kw__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv35_ramp_kw_per_s__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv35_ramp_kw_per_s__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv35_ramp_kw_per_s__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv35_ramp_kw_per_s__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv35_ramp_kw_per_s__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv60_availability_residual_kw__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv60_availability_residual_kw__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv60_ramp_kw_per_s__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv60_ramp_kw_per_s__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv60_ramp_kw_per_s__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv60_ramp_kw_per_s__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv60_ramp_kw_per_s__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv83_availability_residual_kw__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv83_availability_residual_kw__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv83_ramp_kw_per_s__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv83_ramp_kw_per_s__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv83_ramp_kw_per_s__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv83_ramp_kw_per_s__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_pv_pv83_ramp_kw_per_s__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_voltage_violation_count__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_voltage_violation_count__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_voltage_violation_count__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_voltage_violation_count__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_voltage_violation_count__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_voltage_violation_flag__last,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_voltage_violation_flag__max,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_voltage_violation_flag__mean,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_voltage_violation_flag__min,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__derived_voltage_violation_flag__std,derived,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_cloud_index__last,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_cloud_index__max,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_cloud_index__mean,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_cloud_index__min,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_cloud_index__std,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_humidity_pct__last,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_humidity_pct__max,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_humidity_pct__mean,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_humidity_pct__min,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_humidity_pct__std,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_irradiance_wm2__last,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_irradiance_wm2__max,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_irradiance_wm2__mean,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_irradiance_wm2__min,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_irradiance_wm2__std,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_is_holiday__last,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_is_holiday__max,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_is_holiday__mean,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_is_holiday__min,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_is_holiday__std,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_is_weekend__last,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_is_weekend__max,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_is_weekend__mean,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_is_weekend__min,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_is_weekend__std,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_month__last,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_month__max,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_month__mean,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_month__min,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_month__std,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_temperature_c__last,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_temperature_c__max,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_temperature_c__mean,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_temperature_c__min,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_temperature_c__std,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_wind_speed_mps__last,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_wind_speed_mps__max,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_wind_speed_mps__mean,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_wind_speed_mps__min,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__env_wind_speed_mps__std,environment,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_a__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_a__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_a__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_a__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_a__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_b__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_b__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_b__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_b__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_b__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_c__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_c__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_c__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_c__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_angle_deg_phase_c__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_a__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_a__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_a__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_a__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_a__std,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_b__last,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_b__max,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_b__mean,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
delta__feeder_i_a_phase_b__min,feeder,outputs/clean/measured_physical_timeseries.parquet + outputs/attacked/measured_physical_timeseries.parquet,False,feature,True
